"0","guide","미쉐린 가이드 2025","이목 스모크다이닝","restaurant","","","","+82 50-71341-4729","강남구 압구정로 2길 6 ,지하1층, Seoul, 06027, 한국","0.0","0.0","https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/imok-smoke-dining","2026-01-28"
"0","guide","미쉐린 가이드 2025","뫼밀집","restaurant","","","","+82 51-744-9944","해운대구 마린시티 3로 23, 오렌지 프라자 2층, Busan, 48118, 한국","0.0","0.0","https://guide.michelin.com/kr/ko/busan-region/busan_1025838/restaurant/moemiljip","2026-01-28"
"0","guide","미쉐린 가이드 2025","오리지널 넘버스","restaurant","","","","+82 2-545-1777","강남구 도산대로 55길 24, Seoul, 06014, 한국","0.0","0.0","https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/original-numbers","2026-01-28"
"0","guide","미쉐린 가이드 2025","진돼지곰탕","restaurant","","","","+82 50-71468-1634","수영구 광안해변로 284번길 4, 2층, Busan, 48283, 한국","0.0","0.0","https://guide.michelin.com/kr/ko/busan-region/busan_1025838/restaurant/jin-dweji-gomtang","2026-01-28"
"0","guide","미쉐린 가이드 2025","평산옥","restaurant","","","","+82 51-468-6255","동구 초량중로 26, Busan, 48818, 한국","0.0","0.0","https://guide.michelin.com/kr/ko/busan-region/busan_1025838/restaurant/pyeongsanok","2026-01-28"
"0","guide","미쉐린 가이드 2025","안덕","restaurant","","","","+82 2-723-1518","종로구 자하문로 17길 18, Seoul, 03035, 한국","0.0","0.0","https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/andeok","2026-01-28"
"0","guide","미쉐린 가이드 2025","꼴라쥬","restaurant","","","","+82 2-2190-4112","강남구 논현로 136길 11, 아난티 앳 강남 2층, Seoul, 06051, 한국","0.0","0.0","https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/collage","2026-01-28"
"0","guide","미쉐린 가이드 2025","명보당","restaurant","","","","+82 2-511-5046","강남구 선릉로 158길 13-12, 3층, Seoul, 06014, 한국","0.0","0.0","https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/myungbodang","2026-01-28"
"0","guide","미쉐린 가이드 2025","레스토랑 산","restaurant","","","","+82-2-540-1729","강남구 언주로 168길 6, 지하1층, Seoul, 06020, 한국","0.0","0.0","https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/san","2026-01-28"
"0","guide","미쉐린 가이드 2025","마츠자키","restaurant","","","","+82 10-9433-4065","수영구 수영로 582번길 10, Busan, 48297, 한국","0.0","0.0","https://guide.michelin.com/kr/ko/busan-region/busan_1025838/restaurant/matsuzaki","2026-01-28"
"0","guide","미쉐린 가이드 2025","송헌집","restaurant","","","","+82 51-711-4648","수영구 민락로 19번길 18, Busan, 48285, 한국","0.0","0.0","https://guide.michelin.com/kr/ko/busan-region/busan_1025838/restaurant/songheonjip","2026-01-28"
"0","guide","미쉐린 가이드 2025","1969 부원동 칼국수","restaurant","","","","+82 51-242-9909","중구 구덕로 22번길 3, Busan, 48954, 한국","0.0","0.0","https://guide.michelin.com/kr/ko/busan-region/busan_1025838/restaurant/1969-buwondong-kalguksu","2026-01-28"
"0","guide","미쉐린 가이드 2025","미락슈퍼","restaurant","","","","+82 50-71371-3318","수영구 민락본동로 31번길 46, Busan, 48288, 한국","0.0","0.0","https://guide.michelin.com/kr/ko/busan-region/busan_1025838/restaurant/meerok-super","2026-01-28"
